Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
54864,Kiran Lewis,47,True,30000,3,12,4,0,No,Yes,Yes,5,Master's,Sales,Sales Manager,5.895230295168384,1.0,0
54865,John Thomas,28,True,79759,3,4,7,1,Yes,No,Yes,4,Diploma,Operations,Ops Manager,10.0,5.591945924791451,0
54866,Priya Patel,35,True,30189,3,14,5,1,No,No,No,4,Diploma,Sales,Sales Manager,1.611293897714969,2.2747277028800372,0
54867,Luke Walker,24,False,144541,0,3,14,1,Yes,Yes,Yes,3,Bachelor's,Sales,Sales Manager,10.0,3.8498208572405868,0
54868,Linda Williams,32,True,31188,1,11,12,3,No,Yes,No,5,Bachelor's,Operations,Operations Coordinator,1.118858580253221,1.0,0
54869,Emily Williams,32,True,130799,0,1,11,2,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,10.0,7.956093176438666,0
54870,Olivia Singh,38,False,60935,1,17,0,1,No,Yes,Yes,2,Bachelor's,Sales,Sales Manager,1.0289649347469005,8.710582037233355,0
54871,Sarah Thompson,25,False,42703,1,1,1,3,No,Yes,Yes,3,High School,R&D,Scientist,2.536524432251735,1.7638601619427008,0
54872,Priya Singh,36,False,108435,2,13,11,3,Yes,Yes,Yes,3,Bachelor's,R&D,Scientist,6.499212148547651,2.4637855971818907,0
54873,Daniel Sharma,26,True,61603,3,0,13,1,No,Yes,Yes,3,Bachelor's,Support,Customer Specialist,10.0,1.508691979438746,0
54874,David Miller,29,True,43610,2,0,5,1,No,No,Yes,4,Master's,R&D,Researcher,5.0211615488844,6.693851932952702,0
54875,Emily Anderson,26,True,112821,2,0,7,0,Yes,No,Yes,3,Bachelor's,Sales,Sales Manager,8.494260729596165,2.455720096727068,0
54876,Linda Taylor,25,True,116721,3,3,7,3,No,Yes,Yes,4,Diploma,Finance,Senior Analyst,10.0,6.247071849567604,0
54877,Kiran Miller,57,False,83651,3,9,7,3,No,Yes,No,3,Bachelor's,Engineering,ML Engineer,9.571519799449703,9.09743991581277,0
54878,Olivia Brown,49,False,42036,3,21,6,3,No,Yes,Yes,4,Diploma,HR,HR Manager,7.397908766344,1.0,0
54879,Priya Williams,35,True,42197,3,8,2,0,No,Yes,Yes,4,Diploma,Sales,Account Executive,6.213196416817109,8.67380472034294,0
54880,Luke Singh,40,True,79214,3,10,1,1,Yes,Yes,Yes,2,Diploma,Sales,Account Executive,8.27427900482376,10.0,0
54881,Priya Smith,35,False,111868,0,14,11,1,Yes,Yes,No,4,Bachelor's,Engineering,Software Engineer,10.0,10.0,0
54882,David Williams,25,False,99404,0,0,12,1,Yes,Yes,Yes,4,High School,Operations,Ops Manager,9.373122445530813,4.6453933100915235,0
54883,Daniel Thompson,35,False,80255,0,11,4,3,Yes,Yes,Yes,2,Diploma,Sales,Account Executive,6.067036703605933,1.0,0
54884,Vikram Anderson,25,True,56481,0,2,3,2,No,Yes,Yes,4,Master's,Support,Customer Specialist,4.307637973871629,1.7589029394392846,0
54885,John Taylor,32,True,62269,3,9,9,3,Yes,Yes,Yes,4,Bachelor's,R&D,Researcher,5.234993685510302,1.0,0
54886,Arun Wilson,48,True,72983,3,26,11,0,No,No,Yes,2,Master's,Finance,Analyst,3.8639807109104494,10.0,0
54887,Rohit Kumar,50,True,44468,3,17,11,2,No,Yes,Yes,3,Master's,Support,Customer Specialist,10.0,4.676849761402883,0
54888,Emily Lewis,50,False,118013,2,21,13,2,No,Yes,Yes,2,High School,Support,Support Engineer,8.076888342376202,5.1656034780694515,0
54889,Emily Smith,29,True,76517,1,0,5,0,No,Yes,Yes,3,Master's,Engineering,ML Engineer,7.782338151900067,5.333771332897271,0
54890,Rohit Anderson,38,True,92518,0,16,6,2,No,Yes,Yes,4,Master's,Finance,Analyst,10.0,3.640947067940311,0
54891,John Brown,53,False,65241,1,29,11,3,No,Yes,Yes,3,Bachelor's,R&D,Scientist,5.53998970763257,4.017576555001627,0
54892,Vikram Lewis,35,True,38816,0,5,5,0,No,Yes,No,3,High School,Support,Customer Specialist,6.849137795060077,1.150968792311498,0
54893,Sophia Singh,22,False,53390,0,1,1,1,No,Yes,Yes,4,Master's,Support,Support Engineer,10.0,7.885437534952158,0
54894,Daniel Anderson,27,False,41987,0,1,11,3,No,Yes,No,2,Bachelor's,R&D,Researcher,7.175177111241023,1.260881607521668,0
54895,Aisha Smith,37,True,45746,3,7,14,1,No,No,Yes,3,Bachelor's,Engineering,Software Engineer,6.1400388906832255,7.025747905878261,0
54896,Luke Williams,63,False,58124,0,40,13,2,No,Yes,Yes,3,Master's,Sales,Sales Manager,7.440038466153943,7.933211127356726,0
54897,Rohit Walker,40,True,106267,0,13,5,1,No,Yes,Yes,4,Master's,Sales,Sales Manager,6.996316616373867,7.550968985154447,0
54898,Leo Johnson,37,True,50602,1,8,2,3,No,No,No,3,Diploma,Support,Support Engineer,10.0,3.446961538286012,0
54899,Luke Patel,25,True,56226,0,0,14,2,No,No,Yes,3,Bachelor's,Sales,Account Executive,4.268090926472065,10.0,0
54900,Aisha Wilson,41,False,45606,1,14,4,3,No,Yes,No,4,Bachelor's,Sales,Account Executive,7.714868600429316,5.080646148380982,0
54901,Leo Gupta,36,True,69753,2,7,10,0,Yes,No,No,2,Bachelor's,Engineering,DevOps Engineer,10.0,1.0,0
54902,Sarah Smith,18,True,48330,0,0,14,2,No,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,5.5211050551659495,6.703214102841699,0
54903,Sarah Smith,22,True,47295,3,0,7,0,No,Yes,Yes,2,Diploma,Operations,Ops Manager,10.0,4.769566560217182,0
54904,Kiran Sharma,37,True,102470,0,8,13,3,No,Yes,Yes,3,High School,R&D,Scientist,10.0,7.283539930676843,0
54905,Luke Thompson,26,True,53682,2,0,1,3,No,No,Yes,3,Diploma,Sales,Sales Manager,2.2025148797685317,1.0,0
54906,Karen Brown,43,True,56767,2,22,2,1,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,10.0,1.6991109404510802,0
54907,Luke Johnson,44,True,85817,0,20,3,1,No,No,Yes,3,Master's,Sales,Sales Manager,10.0,1.1476680339591372,0
54908,Karen Johnson,29,True,30000,0,0,9,3,No,Yes,No,1,Master's,Finance,Analyst,3.356908190546513,3.269846474979922,0
54909,Rohit Walker,28,True,102325,2,4,6,2,No,Yes,Yes,3,High School,Engineering,DevOps Engineer,10.0,1.0,0
54910,Linda Patel,25,False,85691,2,0,2,0,No,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,8.14030794237624,3.9076875536576896,0
54911,Luke Wilson,18,True,30000,2,0,6,2,Yes,Yes,No,2,Bachelor's,HR,HR Executive,1.7020170702385844,1.8944282941965271,0
54912,Ananya Walker,35,True,30493,0,9,8,3,Yes,Yes,No,4,Bachelor's,HR,HR Manager,10.0,1.9132450109438341,0
54913,Nina Taylor,30,False,129850,0,0,11,2,No,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,10.0,8.680214449397045,0
54914,Linda Lewis,26,False,96768,3,0,12,2,No,Yes,Yes,2,Bachelor's,R&D,Scientist,2.7958399891913697,10.0,0
54915,Nina Walker,27,True,66188,1,4,10,2,No,Yes,Yes,3,Master's,Engineering,ML Engineer,7.356826557695687,2.8342251922109707,0
54916,Rohit Miller,37,False,101645,2,1,6,3,No,Yes,No,3,Master's,R&D,Researcher,4.564006606317894,5.465962143730684,0
54917,Arun Thompson,33,False,81850,3,12,3,3,No,Yes,Yes,3,Master's,Support,Support Engineer,7.698841214226907,8.64335948381683,0
54918,Nina Williams,62,True,39444,1,38,1,0,No,Yes,No,4,Bachelor's,HR,HR Manager,6.676141002696856,4.769317452269032,0
54919,Leo Lewis,32,False,85020,1,7,0,3,No,Yes,Yes,2,High School,Finance,Analyst,9.15260523993411,2.103633995992052,0
54920,Linda Lewis,34,True,48700,2,2,8,0,No,Yes,No,3,Bachelor's,HR,HR Manager,7.848206708481615,4.283360488756674,0
54921,Nina Singh,27,False,94995,1,6,13,0,No,Yes,Yes,3,Diploma,R&D,Researcher,7.265544159279754,8.105670192209779,0
54922,Aisha Singh,48,True,97407,1,18,13,2,No,Yes,No,4,Bachelor's,Sales,Sales Manager,10.0,3.246191483254673,0
54923,Linda Williams,40,True,34580,1,18,7,0,No,Yes,Yes,3,Diploma,Sales,Sales Manager,5.636869569229454,1.5652847076261356,0
54924,David Walker,38,True,46610,0,15,4,3,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,10.0,3.664263904840977,0
54925,Linda Iyer,43,True,57323,1,17,13,3,No,Yes,Yes,3,High School,R&D,Scientist,10.0,1.4970179049094225,0
54926,Sophia Miller,35,True,98834,3,0,10,2,No,Yes,Yes,3,Bachelor's,Engineering,Software Engineer,10.0,5.728068456827703,0
54927,Karen Walker,29,True,30000,3,8,0,1,No,Yes,Yes,4,Bachelor's,HR,HR Executive,7.650148549618503,7.285748863526857,0
54928,Michael Thomas,18,True,30000,2,0,11,2,No,Yes,Yes,5,Bachelor's,Support,Support Engineer,8.321295525252877,9.669033729958958,0
54929,Daniel Walker,37,True,89900,2,12,13,3,No,Yes,Yes,2,Master's,Finance,Senior Analyst,8.163494406726848,1.489496174321785,0
54930,Arun Davis,37,False,57869,0,16,11,0,No,No,No,1,High School,Sales,Sales Manager,10.0,10.0,0
54931,Arun Williams,37,False,104665,2,15,9,2,No,No,No,4,Bachelor's,Support,Customer Specialist,10.0,5.667516734558568,0
54932,John Smith,54,True,51014,2,30,8,1,No,No,No,4,Bachelor's,HR,HR Executive,6.4569652635931,10.0,0
54933,Rohit Walker,42,True,30000,0,16,2,2,No,Yes,Yes,3,Diploma,Finance,Senior Analyst,2.5800712504637815,10.0,0
54934,Emily Johnson,47,True,35833,2,20,0,0,No,Yes,Yes,3,Bachelor's,Finance,Analyst,6.6856819518201025,6.666322035878916,0
54935,Ananya Williams,56,False,30000,1,32,6,3,Yes,Yes,Yes,3,Bachelor's,Operations,Ops Manager,2.071771155564532,4.141572888437885,0
54936,Linda Williams,43,True,39366,3,16,6,0,No,Yes,Yes,1,Bachelor's,R&D,Researcher,1.9250112695350232,1.0,0
54937,Vikram Sharma,29,False,97467,1,1,9,1,Yes,Yes,Yes,3,Bachelor's,Support,Support Engineer,4.520360087790046,4.894720045335917,0
54938,Vikram Anderson,36,True,30000,2,13,0,1,No,Yes,No,3,High School,R&D,Researcher,1.0,4.822062230633465,0
54939,Karen Brown,20,True,72966,1,0,12,0,No,Yes,Yes,5,High School,HR,HR Manager,2.2019198613672053,10.0,0
54940,Karen Walker,32,False,69018,0,3,4,1,No,Yes,Yes,3,Master's,Sales,Account Executive,7.579969857747861,6.947650223507534,0
54941,Leo Williams,53,True,36182,1,28,14,3,No,Yes,Yes,2,Master's,HR,HR Manager,10.0,2.323456418733394,0
54942,Karen Taylor,29,False,81586,2,3,13,3,No,Yes,Yes,3,Master's,Operations,Operations Coordinator,10.0,8.077150557360916,0
54943,Arun Lewis,45,False,79352,0,22,14,2,No,Yes,Yes,5,Bachelor's,Operations,Ops Manager,7.818850214578279,3.8290482606363643,0
54944,Priya Thompson,33,True,51036,1,10,3,2,No,Yes,Yes,2,Diploma,Sales,Sales Manager,6.871309490881163,9.75339230572041,0
54945,John Anderson,19,False,62847,3,0,0,0,No,Yes,Yes,5,High School,Support,Support Engineer,7.444658147123117,2.322431528625106,0
54946,Nina Anderson,23,True,42662,3,1,11,2,No,Yes,Yes,3,Master's,R&D,Researcher,7.287782165580973,10.0,0
54947,Linda Thomas,47,False,474665,0,25,6,0,No,Yes,Yes,2,High School,Support,Customer Specialist,10.0,6.056798063113302,1
54948,Rohit Gupta,28,True,123555,0,0,4,0,Yes,Yes,Yes,4,Bachelor's,Finance,Analyst,8.670990305382187,3.5805875675459697,0
54949,Leo Lewis,28,False,30000,1,0,1,0,No,Yes,Yes,4,Bachelor's,HR,HR Manager,4.863653360180561,1.5454498510688852,0
54950,Olivia Thomas,28,False,58971,0,6,3,3,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,10.0,6.1475518918728405,0
54951,Olivia Taylor,35,True,65134,1,0,7,2,No,Yes,Yes,5,Diploma,Sales,Account Executive,4.015833432987062,1.0,0
54952,Daniel Thomas,30,False,32427,0,0,6,1,No,Yes,Yes,1,Bachelor's,HR,HR Manager,5.7978209107045755,3.9225375543446592,0
54953,Daniel Johnson,42,False,57038,2,15,13,0,No,Yes,Yes,3,Diploma,HR,HR Manager,4.5096817171201815,8.433110997417653,0
54954,Linda Patel,33,True,47210,0,11,1,2,No,Yes,Yes,3,PhD,HR,HR Manager,1.875519655281531,5.130617809876644,0
54955,Emily Kumar,22,True,30000,1,0,7,1,No,Yes,Yes,5,Bachelor's,R&D,Researcher,3.7759153683090014,3.4549788757920297,0
54956,Sophia Wilson,48,True,105846,1,8,3,1,Yes,Yes,No,3,Master's,Sales,Account Executive,7.642573498904369,2.649922093741659,0
54957,Michael Brown,36,True,34220,1,10,2,0,No,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,3.7696991418849515,1.0,0
54958,John Brown,30,False,59637,0,8,13,1,Yes,Yes,Yes,4,Bachelor's,HR,HR Executive,7.288880331537018,3.467108584004621,0
54959,Sophia Sharma,33,False,74201,1,6,7,3,No,Yes,Yes,5,Master's,Engineering,DevOps Engineer,10.0,4.810258014847667,0
54960,David Gupta,29,True,58818,1,3,5,0,Yes,Yes,Yes,4,Bachelor's,Sales,Account Executive,9.543510050202421,2.3064606203669875,0
54961,Linda Kumar,35,False,99230,0,13,9,3,No,Yes,Yes,5,Bachelor's,Operations,Ops Manager,10.0,3.703684905990789,0
54962,Rohit Iyer,35,True,131761,2,11,5,1,No,No,Yes,4,Diploma,Operations,Operations Coordinator,7.700041251647889,4.864444742672333,0
54963,Sarah Iyer,34,False,74210,0,2,10,3,No,Yes,Yes,4,High School,HR,HR Manager,9.317091662915754,8.876261201428537,0
54964,Priya Davis,26,False,30000,1,0,11,3,No,Yes,Yes,5,Diploma,HR,HR Executive,7.349782525083792,3.5319652635045893,0
54965,Nina Thomas,41,False,51345,2,18,4,1,Yes,Yes,Yes,3,High School,Finance,Senior Analyst,10.0,7.486364154616626,0
54966,Priya Kumar,27,False,60228,2,0,12,2,No,Yes,No,3,Diploma,R&D,Scientist,7.109514053568394,7.752800251280252,0
54967,Vikram Walker,26,True,81160,1,0,3,0,Yes,Yes,No,1,Bachelor's,Support,Support Engineer,10.0,4.619839714404961,0
54968,Rohit Gupta,35,True,30000,0,14,8,2,Yes,Yes,Yes,4,Diploma,Operations,Operations Coordinator,8.254858433555016,1.0,0
54969,Leo Johnson,24,False,87974,3,2,0,0,Yes,Yes,Yes,5,High School,Engineering,ML Engineer,5.622340691382654,4.72615269564797,0
54970,Rohit Smith,43,True,91049,3,13,13,2,No,Yes,Yes,2,High School,Finance,Analyst,10.0,8.7069639021114,0
54971,John Davis,31,True,78244,2,0,7,1,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,9.380428462853983,8.721814683396936,0
54972,Karen Brown,37,False,54285,0,0,4,2,No,No,No,5,Bachelor's,Sales,Account Executive,9.419311266352004,5.9968244630661545,0
54973,Luke Anderson,32,False,124049,0,0,13,1,No,Yes,Yes,5,Diploma,Sales,Account Executive,9.441475787567152,2.5260283626409885,0
54974,Rohit Smith,35,False,53213,1,0,1,3,No,Yes,No,4,Bachelor's,HR,HR Executive,9.827798054559512,3.8875326562350345,0
54975,David Kumar,42,True,87218,1,17,5,3,No,No,Yes,4,Bachelor's,Support,Customer Specialist,7.831538919717074,3.7440890942361165,0
54976,Luke Singh,34,False,78915,1,12,1,2,No,Yes,Yes,3,Diploma,Sales,Sales Manager,10.0,4.164606832799551,0
54977,Priya Miller,36,False,87738,0,6,3,0,No,No,Yes,3,Bachelor's,Operations,Operations Coordinator,10.0,3.853625349682956,0
54978,Ananya Smith,26,False,37806,3,5,9,2,Yes,Yes,Yes,2,Bachelor's,R&D,Scientist,4.122700166185845,2.1495308807188525,0
54979,Aisha Patel,35,False,91158,3,7,2,1,No,Yes,No,4,Diploma,Operations,Operations Coordinator,8.148595397417164,6.561439424574826,0
54980,Vikram Anderson,38,False,88453,0,10,4,1,No,No,Yes,4,Bachelor's,Operations,Ops Manager,5.636419364612429,7.146261239982956,0
54981,Linda Kumar,30,False,68493,0,5,0,1,No,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,7.421857765451525,8.459258740393448,0
54982,Emily Miller,36,True,74588,2,15,6,3,No,Yes,Yes,3,Bachelor's,Support,Customer Specialist,10.0,1.0,0
54983,Ananya Wilson,21,False,30000,1,0,5,0,No,Yes,Yes,4,Master's,Sales,Sales Manager,3.5374389286932146,1.591678226953026,0
54984,Karen Lewis,24,True,60704,0,0,1,3,No,Yes,Yes,3,Master's,R&D,Scientist,4.512387836050063,3.077129918061878,0
54985,Luke Sharma,36,True,113015,0,0,3,2,No,Yes,Yes,3,High School,Support,Support Engineer,10.0,1.467079472692113,0
54986,Nina Johnson,32,True,56896,0,6,8,0,No,Yes,Yes,2,Bachelor's,R&D,Researcher,7.590658722064791,6.263820687146568,0
54987,Arun Thompson,34,False,30000,3,4,5,3,No,Yes,No,2,Bachelor's,HR,HR Executive,8.961511555774944,7.63091870767304,0
54988,Sarah Singh,22,False,66044,2,0,8,1,No,Yes,No,4,Bachelor's,Operations,Ops Manager,7.835695873427383,10.0,0
54989,Nina Miller,35,False,50332,0,13,1,2,Yes,No,No,4,Bachelor's,Operations,Ops Manager,3.7495664327568496,9.591830435202343,0
54990,Linda Wilson,30,True,31128,0,4,6,2,Yes,Yes,Yes,5,Master's,Finance,Senior Analyst,10.0,1.6746574751202328,0
54991,Michael Smith,31,False,51243,0,0,7,2,No,Yes,Yes,1,High School,R&D,Researcher,6.672979676248901,3.071361143916661,0
54992,John Davis,52,False,46947,0,28,1,3,Yes,Yes,Yes,4,High School,Finance,Analyst,5.436349439978411,4.419675809749333,0
54993,Ananya Thomas,18,False,30000,3,0,3,0,No,Yes,Yes,4,Master's,Operations,Operations Coordinator,3.6738781028170617,5.689076689484591,0
54994,Sarah Smith,48,False,90946,3,3,11,2,No,Yes,Yes,3,Master's,HR,HR Manager,7.854586621385076,8.67397398549484,0
54995,Leo Thompson,18,False,59912,1,0,1,3,No,Yes,Yes,3,Bachelor's,Support,Customer Specialist,5.112338001070857,10.0,0
54996,Ananya Brown,47,True,30752,3,26,3,2,No,Yes,Yes,5,Master's,R&D,Scientist,9.93679642348552,4.484950084561111,0
54997,Ananya Singh,34,False,59370,2,7,10,2,No,Yes,Yes,1,Bachelor's,Engineering,Software Engineer,4.387678411929138,1.9738921156370797,0
54998,Michael Kumar,60,False,59173,1,35,7,0,No,Yes,Yes,4,Master's,R&D,Researcher,1.0,1.0,0
54999,Linda Walker,36,True,37658,3,4,6,2,No,Yes,Yes,3,High School,Operations,Operations Coordinator,6.798616030665571,1.0,0
55000,Aisha Williams,25,True,107933,2,4,12,3,No,No,Yes,3,Bachelor's,Sales,Account Executive,7.098143304854549,8.58561714280212,0
55001,Linda Thompson,33,False,30000,0,1,13,2,No,Yes,Yes,3,Bachelor's,HR,HR Executive,9.621476933123699,1.233382528890529,0
55002,Daniel Johnson,42,False,67216,0,20,11,0,No,Yes,Yes,3,Diploma,R&D,Researcher,10.0,5.465600227998076,0
55003,Kiran Anderson,28,False,54155,1,4,3,3,Yes,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,4.279532535368073,3.383191516839881,0
55004,Linda Gupta,37,False,57321,3,0,10,0,Yes,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,2.2182277989611547,4.537691963153411,0
55005,Leo Wilson,50,True,77381,0,17,1,2,No,Yes,Yes,4,Diploma,Finance,Analyst,7.695610928029495,4.088383185545478,0
55006,Luke Wilson,54,False,30000,0,32,0,1,No,Yes,Yes,3,Master's,Support,Customer Specialist,7.215460072821458,8.889474446372658,0
55007,Karen Brown,56,True,57672,3,22,8,0,No,Yes,Yes,1,Bachelor's,Operations,Ops Manager,2.7844913346137465,6.575500194630466,0
55008,Aisha Brown,47,False,59007,3,13,10,1,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,7.133555393631887,10.0,0
55009,Karen Walker,35,False,30000,1,13,11,2,Yes,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,5.983433682608437,2.763357777474968,0
55010,Linda Patel,35,False,43947,1,12,11,0,Yes,No,Yes,4,Bachelor's,HR,HR Executive,5.276445042793457,2.996798265545237,0
55011,Luke Anderson,44,True,67827,2,23,9,2,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,4.849570883381977,6.842279713235637,0
55012,Kiran Davis,39,False,30000,1,16,8,1,Yes,Yes,Yes,4,Bachelor's,Support,Customer Specialist,1.0,1.2803423317822569,0
55013,Linda Davis,29,False,48402,1,0,5,1,No,Yes,Yes,2,Master's,Support,Support Engineer,10.0,4.107447108251931,0
55014,Luke Iyer,37,False,30000,0,15,10,2,No,Yes,Yes,4,High School,HR,HR Executive,2.1412427314142377,1.0,0
55015,Luke Kumar,18,True,41045,1,0,10,1,No,Yes,Yes,4,Diploma,Operations,Operations Coordinator,3.10648270190196,8.893302743364185,0
55016,Nina Singh,26,True,67780,3,0,2,3,No,Yes,No,3,High School,Finance,Analyst,9.103181337628609,7.8903369226599525,0
55017,Rohit Kumar,24,False,30000,1,2,13,3,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,3.992148916943978,1.4494094791918801,0
55018,Emily Thompson,30,True,54211,3,2,9,0,No,Yes,Yes,3,Bachelor's,R&D,Scientist,10.0,7.508785443240587,0
55019,Olivia Miller,39,True,44973,0,18,12,0,No,No,Yes,2,Bachelor's,Support,Support Engineer,8.954927763155116,2.3530122735516987,0
55020,Priya Thompson,49,True,30000,0,22,8,1,No,Yes,Yes,3,Master's,HR,HR Manager,5.864186380429371,1.0,0
55021,Olivia Davis,33,True,91764,1,6,5,3,No,Yes,No,2,Master's,Support,Customer Specialist,10.0,4.805076272058037,0
55022,Vikram Lewis,32,True,103102,3,0,1,3,Yes,No,Yes,4,Bachelor's,HR,HR Manager,10.0,1.0,0
55023,Ananya Wilson,24,True,53146,1,3,13,2,No,Yes,No,2,Bachelor's,Finance,Senior Analyst,6.416013495235445,1.8453237976873451,0
55024,Nina Johnson,37,False,76088,0,16,11,3,No,Yes,Yes,4,Bachelor's,Finance,Analyst,10.0,7.398403125666408,0
55025,Karen Thompson,33,True,80096,0,7,11,2,No,Yes,Yes,4,Diploma,Support,Customer Specialist,9.10822011381896,3.4694778280272485,1
55026,Leo Smith,29,True,70037,1,4,8,3,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,7.333541555906665,4.24335988166272,0
55027,Rohit Walker,50,True,90232,0,27,9,0,No,No,Yes,3,Bachelor's,R&D,Scientist,10.0,2.658982234891619,0
55028,Priya Lewis,43,False,48029,1,10,7,2,No,Yes,Yes,5,Master's,HR,HR Executive,9.73724788856852,4.302869949851788,0
55029,Priya Wilson,41,False,70186,2,2,13,0,Yes,No,Yes,3,Bachelor's,Support,Customer Specialist,9.593645940606208,3.1527604146540025,0
55030,Aisha Lewis,18,True,38408,0,0,3,2,No,No,Yes,3,Bachelor's,Sales,Sales Manager,7.189315859144922,1.9023449294405346,0
55031,Kiran Thomas,19,False,111970,3,0,5,0,No,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,8.497173476902482,2.8280036043878454,0
55032,Sophia Patel,27,False,30000,3,0,5,0,No,Yes,Yes,1,Bachelor's,R&D,Researcher,5.391313516639229,1.0,0
55033,Sophia Kumar,40,True,57601,3,0,9,0,No,Yes,Yes,4,Master's,R&D,Researcher,10.0,2.968745848352205,0
55034,Karen Thompson,31,True,79288,0,10,10,2,Yes,Yes,Yes,4,Bachelor's,Sales,Account Executive,6.490817183945659,8.107276715097449,0
55035,Emily Brown,21,False,30000,0,0,12,3,No,Yes,Yes,3,Bachelor's,Finance,Analyst,8.259372000963669,2.715124603216066,0
55036,Priya Thomas,18,True,47668,1,0,1,0,No,Yes,Yes,4,High School,Sales,Account Executive,5.369465840357208,2.8890443819646334,0
55037,John Walker,19,True,71036,3,0,4,1,No,Yes,No,3,Bachelor's,Sales,Sales Manager,6.098635403762984,4.371425849066368,0
55038,Emily Walker,41,True,87625,0,19,8,1,No,Yes,Yes,2,Bachelor's,Finance,Analyst,7.42897106348886,1.4342738372511459,0
55039,Emily Johnson,22,False,74228,1,0,8,2,No,Yes,Yes,3,Master's,Support,Support Engineer,4.431981419493791,10.0,0
55040,Ananya Taylor,41,False,30000,0,12,7,2,No,Yes,Yes,3,Bachelor's,Finance,Analyst,10.0,3.420371066748981,0
55041,Sophia Singh,56,False,69900,0,33,8,0,No,Yes,Yes,4,High School,HR,HR Executive,6.198252377871565,5.923206791408504,0
55042,Ananya Iyer,47,True,54880,3,22,2,2,No,No,Yes,4,Master's,Support,Customer Specialist,6.547523175183936,1.5366541115809191,0
55043,Rohit Taylor,24,False,58642,0,0,14,0,No,Yes,Yes,2,Bachelor's,Sales,Account Executive,9.020296122653015,2.2188290877148464,0
55044,Ananya Davis,29,True,113878,0,0,11,3,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,5.497033446873061,10.0,0
55045,Sarah Johnson,29,True,45640,0,2,8,0,Yes,Yes,Yes,3,Master's,HR,HR Executive,6.804667904750107,8.310112806070926,0
